year,pitcher_id,pitcher_throws,release_x,release_z,release_speed,horzbreak,vertbreak,extension,spin_rate,spin_direction,vx0,vy0,vz0,ax0,ay0,az0
2019,9882,L,1.836959932,6.799242232,76.0885849,2.288697601,-2.135663179,5.253946235,435.9594336,67.9407959,-3.766499043,-110.6360855,-0.354725242,2.67042923,18.57431602,-33.22502136
2019,9882,L,1.5244709,6.889121745,88.48675537,2.741409763,20.33276838,5.927509238,2018.502929,169.8100739,-2.69669652,-128.6845703,-6.437503815,3.751288176,25.92395592,-13.28878212
2019,9882,L,1.616647337,6.834486697,92.36153412,3.104739176,21.55190688,5.660474708,2226.140058,169.3305054,-8.115243912,-134.1399384,-5.90774107,5.415074348,26.31807137,-10.98009205
2019,9882,L,1.434419726,6.873889659,91.73777008,4.100473597,21.7103363,5.495945861,2231.922959,166.931488,-7.473953247,-133.097641,-8.22576046,6.137505531,26.49499512,-10.77517986
2019,9882,L,2.006015752,6.706184123,88.39728546,-2.792056098,14.60358389,5.631658961,1369.517034,187.1069794,-5.852951527,-128.4269409,-6.098790646,-0.41602096,25.64618492,-18.51724434
2019,9882,L,1.883458231,6.746705744,77.82337952,1.850431014,-7.819332541,5.228768756,883.2869965,21.58651352,-2.656926632,-113.1594009,-4.20124054,2.300573587,19.65599442,-36.38125992
2019,9882,L,2.040088151,6.743614409,87.02662659,-0.099567322,16.56070527,5.292086055,1513.792189,177.1210785,-5.022592545,-126.1837845,-10.17580795,1.653991818,24.10569572,-16.70222855
2019,9882,L,1.579592798,6.852789614,91.16517639,2.425087492,21.94522365,5.358351161,2192.929516,171.3262787,-4.90177536,-132.2984314,-8.490747452,4.052378654,27.39335251,-10.79266834
2019,9882,L,1.758735273,6.724832747,78.94839478,3.452726057,-6.450645904,5.731554439,851.8378338,37.41292191,-5.773557663,-114.7595749,-2.341377974,4.069714069,20.93194008,-35.96328354
2019,9882,L,1.520324562,6.81991503,91.3197937,2.13432127,21.17197958,5.484691073,2126.146963,171.7673492,-3.836468935,-132.697403,-6.491570473,3.599189758,27.41887856,-11.71533012
2019,9882,L,1.43057165,6.870794509,91.71045685,7.107014906,21.6594374,5.547632625,2335.425156,159.6915131,-6.50504303,-133.2482452,-4.065271378,8.766942978,27.74153328,-11.5754509
2019,9882,L,1.476232622,6.95077965,88.21804047,0.438172149,22.26518272,5.599976947,2148.292237,176.5125427,-1.986277699,-128.1861725,-5.499666214,1.604262114,28.23916817,-12.11818123
2019,9882,L,1.41072676,6.844615195,88.70492554,0.918194421,22.06741796,5.872445037,2162.062686,175.2343903,-6.042778969,-128.7545166,-7.860556602,2.890152216,27.27359581,-11.46916199
2019,9882,L,1.620503519,6.862228606,90.72398376,2.581401736,22.65236867,5.493478229,2264.260857,171.2854614,-4.833946228,-131.6951752,-6.22704649,4.224629402,29.95709038,-10.6768589
2019,9882,L,1.535442207,6.874252055,91.28666687,4.232281168,21.79518665,5.368982722,2229.546918,166.6483154,-5.434454918,-132.5929108,-7.162264347,5.781557083,25.81765556,-11.14925098
2019,9882,L,1.694585298,6.834734175,92.46394348,3.912254868,20.79148625,5.635200908,2160.493873,166.912735,-7.17155838,-134.311142,-4.146308899,6.083540916,28.80477333,-12.01058102
2019,9882,L,1.651406501,6.844336245,91.31588745,1.338281418,19.99138875,5.575154712,2003.912248,173.4688721,-1.921886444,-132.8392181,-6.333056927,2.478615761,25.38523102,-12.7783699
2019,9882,L,1.92585728,6.700123999,88.48039246,0.136883994,17.82981795,5.511158874,1692.539404,176.5525055,-3.529672861,-128.5435028,-8.080667496,1.607536316,24.63591385,-15.4381218
2019,9882,L,1.628612373,6.778649066,91.46286011,3.227607611,21.43206349,6.233792712,2227.987862,168.9829865,-5.660077095,-132.6585693,-11.71390629,5.062909603,26.98937988,-9.939795494
2019,9882,L,1.991662,6.644867632,89.0680542,1.050429369,14.29895011,5.525173118,1339.140277,172.210968,-5.955145836,-129.2058258,-8.527938843,2.968455076,27.13721085,-18.11442757
2019,9882,L,1.779024099,6.776280615,77.91599274,4.736235045,-6.555357414,5.201428344,892.4418989,45.25754547,-4.373049736,-113.1994629,-2.234987736,4.516466618,20.91109276,-35.74336243
2019,9882,L,1.793899391,6.76842377,77.20284271,1.019861261,-3.785131793,5.323111465,515.5392762,30.44678307,-5.572953224,-112.2955704,-3.002927542,2.135249376,16.90390968,-34.17917252
2019,9882,L,1.635689829,6.820574019,74.94561005,4.283445,-8.654081144,5.537517001,1011.826808,33.72491455,-3.316304445,-109.0217133,0.648577631,3.779051304,17.84846115,-37.39638138
2019,9882,L,1.574097727,6.804072592,91.10658264,7.282995382,24.33039199,5.912662913,2600.867956,161.4747772,-7.083343029,-131.8819275,-12.00847626,9.01556015,29.06149673,-7.556182384
2019,11970,R,-1.700378752,5.342505629,83.45874786,14.95947146,1.828515335,5.512664354,1562.171657,95.73266602,0.022379233,-121.4345245,-2.804911375,12.16285896,23.12081146,-30.70025253
2019,11970,R,-1.689747906,5.385265048,85.62772369,13.56985315,4.744277309,5.10640291,1462.644566,107.1444321,1.645697236,-124.5070267,-0.851909876,11.17180061,24.53948593,-28.7643795
2019,11970,R,-1.477465963,5.439212973,93.26881409,-8.832577297,4.759160041,5.368105924,895.7221092,242.4915924,4.333374023,-135.5940399,-4.939683437,-8.330026627,27.83582306,-27.56531715
2019,11970,R,-1.302492595,5.539195235,93.03381348,-9.492270133,6.040163226,5.63946346,1021.226878,237.7473145,5.548433304,-135.2970886,-2.156862736,-9.24872303,28.04650307,-26.88630104
2019,11970,R,-1.571388698,5.454857524,93.17123413,-11.48183652,3.708615741,5.64692167,1168.851651,254.5056763,4.392252922,-135.6101379,-1.613628864,-10.97436333,26.36667633,-29.30857468
2019,11970,R,-1.662516212,5.405496772,91.89785767,-6.344913311,7.735191485,5.993464982,843.7924625,217.5619812,3.54867959,-133.8277893,-3.063488245,-5.771988392,25.92428207,-25.20903969
2019,11970,R,-1.801300144,5.413373168,92.12854767,-10.71344884,3.480677605,5.658483541,1063.85732,253.7658234,4.914638519,-133.9449005,-5.343092918,-10.09346199,27.46114159,-28.70157623
2019,11970,R,-1.878483033,5.399521525,82.37640381,11.36953331,3.095345395,5.082036054,1181.695938,103.1948318,1.372867584,-119.805191,0.671948612,8.829117775,21.70337296,-30.46091652
2019,11970,R,-1.727331495,5.358953173,87.75975037,6.151683808,1.720607263,5.379449403,736.0351717,98.98296356,3.946671486,-127.661499,-4.958967686,5.340756893,23.28094864,-30.57686996
2019,11970,R,-1.605530715,5.391026671,91.21395111,0.293655158,6.289478283,5.402363813,451.3260398,166.9945679,6.30745697,-132.6272888,-3.128980637,-0.026684139,25.39954948,-26.72713852
2019,11970,R,-1.673307991,5.392137702,93.66989899,-12.28660543,3.808649228,5.786671197,1268.012399,255.1045532,5.444644928,-136.2480316,-5.124056816,-12.11681175,27.00823784,-28.47304535
2019,11970,R,-1.758372521,5.493607695,86.24661255,12.07954274,3.584178551,5.088791406,1306.211328,104.0480042,0.484700114,-125.3392029,-5.98689127,10.37827396,24.45911217,-28.68624496
2019,11970,R,-1.591663217,5.388567145,93.35572815,-18.07325876,5.527651913,5.858851468,1925.267405,254.1925812,7.021998882,-135.6238708,-6.064007759,-17.94193649,28.46595573,-26.5002594
2019,11970,R,-1.739561176,5.383575137,93.07647705,-14.50031539,4.14201844,5.638482606,1497.857347,255.6981812,5.402777672,-135.3504028,-3.546710968,-14.00749016,27.77806473,-28.42513084
2019,11970,R,-1.658392525,5.385154422,86.49557495,15.3174244,4.23695605,5.457299268,1665.178639,103.1718369,2.639829874,-125.8464508,-3.1963799,12.87076759,24.15971565,-28.70720291
2019,11970,R,-1.583612537,5.392049964,93.7400589,-12.86828134,6.691678455,5.607935464,1402.244053,243.3912048,5.172933102,-136.3430786,-3.160325527,-12.56734848,27.77204514,-26.02766609
2019,11970,R,-1.604048109,5.365061457,86.85448456,16.70996555,0.344557324,5.301981485,1791.242713,90.07475281,5.921696663,-126.1782074,-4.565834045,13.25868702,25.2896843,-31.5357933
2019,11970,R,-1.647771096,5.325468238,85.59259796,14.8721775,3.042362494,5.196987664,1573.129666,100.104126,4.191298485,-124.4052582,-1.393620253,11.67220592,24.97872925,-29.9696846
2019,11970,R,-1.552272415,5.377438243,92.63787079,-14.80943863,6.896891394,5.807041204,1600.2369,245.8374939,5.584386349,-134.651001,-6.347529411,-14.27709103,27.50766373,-25.24318504
2019,11970,R,-1.603329396,5.454958613,92.8789978,-11.86465611,10.54372758,5.388168847,1487.346591,227.8521423,6.535087109,-135.0035553,0.469223499,-11.56991577,26.96863365,-23.25085258
2019,11970,R,-1.588254785,5.392946418,93.14297485,-11.77846935,5.85555127,5.530147588,1242.391456,244.7715607,8.312158585,-135.2462311,-6.278206825,-11.92139053,26.32767296,-26.35735893
2019,11970,R,-1.735249615,5.465109046,84.38587189,17.09974741,4.075049349,5.326136148,1786.059425,101.9241943,2.78994751,-122.7291107,-3.097160578,13.47358418,23.52159119,-28.91225815
2019,11970,R,-1.508835888,5.413311179,92.43573761,-11.20981337,18.20515763,5.720192468,2069.336499,210.090332,6.54038763,-134.3360596,-2.664443731,-10.98190117,28.92068291,-15.35494137
2019,11970,R,-1.758838987,5.419585402,91.7137146,1.463975812,7.671472899,5.531607663,641.2431221,160.435318,5.955593586,-133.3813629,-4.300046444,1.153261185,25.45991325,-25.16809654
2019,11970,R,-1.764479732,5.474659617,85.68596649,12.9377049,3.558441458,5.096343553,1390.734952,102.4777603,0.918516695,-124.6875153,-2.959520102,10.99163628,22.21656799,-29.45641327
2019,11970,R,-1.745860672,5.538424666,85.79709625,16.8130433,-1.428464648,5.151447332,1800.822757,84.69499207,2.189286947,-124.7273712,-3.25641799,13.65984344,25.03581619,-33.13656235
2019,11970,R,-1.718871212,5.408703502,93.12219238,-14.19735846,6.218186557,5.491806543,1506.797812,246.9846649,2.889204264,-135.452774,-1.170460463,-13.11949062,28.98238373,-26.89782524
2019,11970,R,-1.618173218,5.414358313,93.87503815,-16.43542323,7.562548248,5.579678094,1802.707815,246.0460663,6.796513557,-136.4042664,-4.310455799,-16.3494606,28.43063354,-24.91342926
2019,11970,R,-1.753721571,5.354347403,85.56594849,18.54572398,0.634569709,5.548372304,1970.910002,90.78450775,2.804140806,-124.51297,-1.975895762,15.1790247,23.9112606,-31.85517311
2019,11970,R,-1.509297824,5.417689498,92.73193359,-13.27692996,3.690455666,5.437387979,1341.885399,255.78508,0.861640513,-134.8901672,-2.94595027,-11.68730545,28.90992355,-28.9177742
2019,11970,R,-1.762324071,5.423287566,83.99360657,15.46365501,-0.029883577,5.198029554,1617.643621,89.03007507,3.395885229,-122.1482925,-1.799006581,11.94647694,22.97528458,-32.34137344
2019,11970,R,-1.739834285,5.355762179,84.12358856,16.47725526,-0.81033856,5.091627157,1720.330763,87.04057312,1.235114455,-122.2768478,0.034197789,12.99254417,24.46497536,-33.18011093
2019,11970,R,-1.591459608,5.407745059,90.41174316,0.966585207,5.561086623,5.427637136,407.0915708,157.9897003,5.994942665,-131.5089569,-1.536318302,0.650569975,24.58205986,-27.76718712
2019,11970,R,-1.669344878,5.356417353,87.44392395,4.590123735,3.666754731,5.27082113,585.8246979,119.9738007,2.797705889,-127.1580734,-4.608717442,4.109553337,24.5445652,-28.88819695
2019,11970,R,-1.544798112,5.37096041,91.30935669,-11.29274159,7.423561043,5.584439313,1237.779429,236.5739288,5.440954685,-132.7403412,-4.586331367,-10.53571129,26.75775909,-25.28977776
2019,9882,L,1.706394289,6.838543151,92.43440247,4.80483451,22.65855956,5.977009704,2403.660185,165.8611908,-4.711683273,-134.2333374,-8.004765511,6.468545437,30.30801773,-9.184762955
2019,9882,L,1.78612635,6.791595194,92.83870697,4.794627644,18.07318245,5.941709449,1939.130652,162.3807983,-6.209425926,-135.0297394,-2.711138248,6.809592247,28.317276,-14.52065372
2019,9882,L,1.706849311,6.827688906,93.02049255,4.744858376,22.54891734,5.643246581,2380.972651,165.917038,-5.137909412,-135.1068726,-6.415812016,6.509469509,29.91165924,-9.624724388
2019,9882,L,1.524154876,6.84675381,91.68314362,2.002763029,19.55525023,5.629123618,1976.680139,171.4281311,-3.232860327,-133.3516388,-5.631602764,3.38431859,26.55139732,-13.1334219
2019,9882,L,1.44352505,6.863192294,91.58795929,1.176571927,17.87104045,5.632124354,1782.153297,173.1958618,-4.818798065,-133.1753693,-6.665733337,2.887126207,25.08472824,-14.57851028
2019,9882,L,1.500457976,6.887556288,91.42549896,1.756722441,22.48673808,5.471190383,2257.013783,173.1696625,-5.034870148,-132.6848145,-9.106808662,3.484146595,26.79541969,-10.0106039
2019,9882,L,1.847182963,6.766804907,87.25809479,2.194555299,17.76296664,5.36250489,1673.341829,170.1054382,-6.097650528,-126.5391693,-9.35344696,3.766840696,24.22662163,-15.75959587
2019,9882,L,1.522762511,6.863879893,89.9475708,5.780972959,22.23079862,5.329746177,2275.532449,163.3489227,-3.354678631,-130.6205139,-6.897248268,6.587989807,27.51836205,-11.35364914
2019,9882,L,1.56909797,6.824290011,90.49370575,4.4005272,22.93700222,5.473555019,2331.083282,167.0066833,-4.179275036,-131.3829956,-7.512606621,5.640371799,27.98766899,-10.27867699
2019,9882,L,1.910850738,6.904560301,73.95050812,3.555576451,-5.670327229,5.125110557,727.8201469,44.38077164,-4.304392815,-107.4606934,-0.983021498,3.376320601,17.99778366,-35.02084732
2019,9882,L,1.749917005,6.833721373,92.22750854,5.070568373,20.89018044,5.365912845,2176.187914,164.0231171,-6.0395298,-133.8861237,-6.675489426,6.824077129,28.27244186,-11.67330074
2019,9882,L,1.706245874,6.868775103,91.72706604,1.806648665,22.00027639,5.383383205,2209.617941,172.9072723,-4.556818962,-133.2446136,-6.45486021,3.466875076,27.7290535,-10.87517262
2019,9882,L,1.941225026,6.780462,78.37934113,2.51568816,-6.120224699,5.282041957,768.4497457,32.76945496,-5.560742855,-113.8802948,-0.403549552,3.289741278,20.12168121,-35.97603607
2019,9882,L,1.717778895,6.844680045,90.70113373,2.224592442,21.56868736,5.329955031,2145.159175,171.6999969,-2.633404493,-131.8495789,-5.045950413,3.377624035,27.16453362,-11.98922634
2019,9882,L,1.504250978,6.857599948,89.78736877,0.963046165,21.25533418,5.500166823,2081.278919,174.9308014,-1.546731353,-130.4685974,-6.596325397,2.001305342,27.67343712,-12.20235825
2019,9882,L,1.568484042,6.820059512,91.65333557,3.174885433,21.19753237,5.726653506,2174.767237,169.0110016,-6.677316189,-133.1020508,-7.360713005,5.16741848,26.78269386,-11.2617588
2019,9882,L,1.532132838,6.826534484,90.94863892,3.358019391,21.00721964,5.960848262,2165.209395,168.4388885,-4.267442703,-132.2575836,-6.47735548,4.83286047,26.64744377,-11.69810581
2019,9882,L,1.65759096,6.862904284,90.87593842,8.763260626,23.10141423,5.516883781,2507.593984,157.4956512,-6.198469162,-131.8529968,-6.400341511,10.04036808,29.81049919,-10.17877769
2019,9882,L,1.747835372,6.848971579,90.9445343,1.870779431,22.52081299,5.460830142,2253.69602,172.9088593,-2.819400072,-132.1320343,-7.426105022,3.120446205,26.99233437,-10.48210049
2019,9882,L,1.837951277,6.691126559,79.25898743,3.035039151,-7.533056195,5.437260558,914.244593,30.18455315,-6.660338402,-115.02948,-6.43611908,3.916471481,20.66135216,-35.97754669
2019,9882,L,1.76958463,6.838861201,92.5164566,4.509393313,22.28355217,5.777816226,2350.629357,166.3161621,-3.191390038,-134.5339813,-4.796899796,5.833973885,29.47805786,-10.30993843
2019,9882,L,1.70910785,6.778702471,76.24364471,4.950289048,-5.910206581,5.214569499,837.6975945,50.50591278,-4.912954807,-110.7309799,-3.171114683,4.574079514,20.11476517,-34.93976974
2019,9882,L,1.673270319,6.753297064,78.18216705,4.392831053,-5.245631297,5.236710479,787.4100751,48.9359169,-3.513362169,-113.7222519,-3.027374506,4.150608063,18.82885742,-35.05724716
2019,9882,L,1.527130578,6.830444071,91.22902679,2.599517721,19.22571401,5.33987849,1920.285838,169.565094,-3.774003029,-132.5615997,-7.333210468,3.963472843,25.79117775,-13.48511505
2019,9882,L,1.66683564,6.73362324,79.23190308,2.224910272,-5.54612472,5.548453261,724.7248595,32.35391617,-4.962913036,-115.205307,-4.450385571,3.043759584,19.71139908,-35.1421051
2019,9882,L,1.487587307,6.901410315,90.47046661,1.962966907,22.76291196,5.370136191,2256.462816,172.7813416,-7.807567596,-131.3098602,-4.635582447,4.204007626,27.32839584,-11.13723183
2019,11970,R,-1.789361095,5.409382041,83.0761261,13.80684557,4.737691807,5.279204404,1453.300561,106.6966782,1.080612779,-120.886261,-2.638771534,10.96850395,21.73194122,-28.63109589
2019,11970,R,-1.852641559,5.422541316,90.5186615,0.800066095,7.325233867,5.753619706,576.8869249,165.0859985,2.259559155,-131.7012787,2.8299613,1.164528131,27.00682259,-26.91031265
2019,11970,R,-1.532627916,5.415287192,92.98330688,-11.24439838,2.080675921,5.667298829,1125.637899,262.0613708,4.670761108,-135.2452087,-2.305216551,-10.73609161,28.49183655,-30.6008358
2019,11970,R,-1.724551058,5.31748503,92.87567139,-10.93611891,1.995102086,5.568245923,1083.964923,262.0959778,6.560863972,-134.9509277,-3.927006245,-10.76596546,28.64842796,-30.31882858
2019,11970,R,-1.791013575,5.294920619,90.971138,-1.138109616,9.188298664,5.36681894,736.8749991,180.9370117,5.942248821,-132.2596588,-0.300125271,-1.303342223,26.18701363,-24.63936234
2019,11970,R,-1.659964538,5.428981955,84.63447571,16.12214881,-0.171614876,5.308574712,1704.795381,88.51727295,-1.604133964,-123.1055145,-1.243855357,13.63775921,23.57985115,-32.57074738
2019,11970,R,-1.617962933,5.434128936,86.37771606,14.08521342,4.361569935,5.267935788,1533.531087,104.3555298,3.30237174,-125.6837997,-2.893829346,11.72794819,22.82623672,-28.7665596
2019,11970,R,-1.723031139,5.37776726,86.24057007,12.27230667,8.658755105,5.261910474,1478.156004,121.4952393,7.239477158,-125.3419037,-3.174848795,9.520220757,22.27711296,-25.25731659
2019,11970,R,-1.662276602,5.370943721,93.17736816,-18.88759036,10.9561921,5.519526517,2168.010706,240.1108551,8.279573441,-135.1512909,-7.70475626,-18.66259766,27.83087921,-21.11485672
2019,11970,R,-1.735104299,5.399417098,86.11676788,17.24945027,-0.462305835,5.366409814,1840.117776,87.86672211,2.405725002,-125.0986633,-6.931273937,14.10831451,25.72543907,-31.5943203
2019,11970,R,-1.73241446,5.398982222,86.90421295,14.84909101,3.921233368,5.292791402,1608.628938,102.651123,3.903417587,-126.3488846,-3.821463823,12.21623039,24.91487885,-28.7971077
2019,11970,R,-1.712202167,5.432811435,93.28503418,-16.87969062,8.551163565,5.739057576,1889.643705,243.6847839,4.528431892,-135.7049561,-2.734173775,-16.22745514,28.2737999,-24.31084061
2019,11970,R,-1.577864623,5.479721244,93.264534,-12.3240604,7.65666839,5.300381219,1363.518809,238.3300934,5.11221981,-135.5505219,-4.435778618,-11.77247906,27.83631325,-24.9318676
2019,11970,R,-1.754366374,5.342434581,90.98945618,-1.26440125,3.684466585,5.461167371,153.8304274,184.9558563,4.824964046,-132.3369141,-0.080776736,-1.207934856,26.4973793,-29.64408302
2019,11970,R,-1.568136787,5.399046119,92.85105133,-14.57097431,8.100405299,5.711858308,1617.865505,241.4466248,9.37258625,-134.7392578,-6.136559486,-14.79315662,27.20344543,-24.17583466
2019,11970,R,-1.638205028,5.419525798,91.79094696,-14.94546436,8.26817109,5.576942479,1643.883499,241.3396301,3.880425453,-133.5350342,-2.366744757,-13.72394276,27.11821556,-24.89377975
2019,11970,R,-1.744165397,5.333746608,89.66370392,0.230993015,4.97936911,5.535910642,313.5429941,164.6157074,5.217935085,-130.3824005,-1.235872149,0.022026476,26.48454857,-28.2697506
2019,11970,R,-1.724615192,5.49571007,88.4609375,0.222780635,-3.782305021,5.105598485,629.7775747,16.57640839,3.323726177,-128.5620575,-1.48857224,0.329659671,26.8500061,-35.61462784
2019,11970,R,-1.497954106,5.45652407,86.32201385,17.51417697,-8.0793492,5.334661519,2110.259839,66.29299164,3.710157633,-125.3751297,-4.658453465,13.90640831,27.71425247,-37.93424606
2019,11970,R,-1.582041597,5.450249846,88.47432709,8.726483102,3.391468924,5.208813703,1004.790164,106.3222046,4.517529011,-128.6138916,-5.461923599,7.437770844,24.28518486,-28.994627
2019,11970,R,-1.706410026,5.360129531,87.766716,6.248521212,0.285920055,5.467265641,772.163848,88.74078369,4.11730814,-127.6532211,-2.638735294,5.294007301,25.1838913,-32.06799698
2019,11970,R,-1.781120276,5.39808863,93.11956787,-14.68517078,4.863616899,5.438262498,1518.087021,252.9633942,6.286614895,-135.306778,-4.441958427,-14.26251984,27.88139915,-27.56327057
2019,11970,R,-1.456160879,5.442742045,93.08080292,-9.927921064,5.719762147,5.80490545,1058.815172,240.5361023,3.792740822,-135.4390717,-2.985643148,-9.366235733,28.52118492,-26.97021866
2019,11970,R,-1.843070126,5.294557269,86.99239349,8.156292898,7.053071161,5.360921418,1054.447337,125.3749084,1.092080832,-126.6413956,-0.742481589,7.42953968,23.0009613,-26.89035606
2019,11970,R,-1.522921538,5.384121116,84.16648102,14.25344293,1.395180245,5.445661104,1502.096529,94.72955322,0.929858208,-122.4081345,-0.259289235,11.52892113,24.67378807,-31.45041656
2019,11970,R,-1.653686023,5.439917739,87.27133179,5.440983572,-5.874423336,5.054995572,1043.781625,45.93216324,1.902825475,-126.89328,-3.03734231,4.904334068,25.03410149,-36.98778915
2019,11970,R,-1.647835469,5.360076125,90.42585754,3.364427111,2.195287856,5.493798768,463.4745817,110.5127258,3.343773365,-131.5595398,-1.101602197,3.233025551,26.63698006,-30.76605606
2019,11970,R,-1.59467051,5.393760379,85.00494385,12.93828002,1.062811809,5.34620527,1384.772504,93.22055817,3.833570004,-123.6166687,-1.974570274,10.20590019,23.92839622,-31.46550369
2019,11970,R,-1.695829487,5.427010234,90.21198273,1.061475632,6.329928484,5.285601175,479.3108037,160.2568359,4.705174923,-131.1968842,-1.462165475,0.909142852,25.64843559,-27.07205391
2019,11970,R,-1.713223076,5.396283324,92.60601807,-0.108018242,6.935234334,5.612578428,517.8635439,171.8127899,7.647254944,-134.5302429,-6.289060116,-0.654327512,26.3412075,-25.34209442
2019,11970,R,-1.526337719,5.394133265,93.47584534,-14.98308286,6.130928435,5.605156457,1598.623767,248.8434906,5.985648155,-135.8842468,-4.389321327,-14.68456745,27.83843613,-26.33391953
2019,11970,R,-1.478646493,5.434567149,92.80370331,-11.52528417,9.278492979,5.85564903,1397.978701,231.0582886,5.870628834,-134.955658,-5.478542805,-11.27679062,26.71148872,-23.1651001
